1000,2,10,0.012056589126586914,19
1000,2,10,0.012077569961547852,19
1000,2,100,0.014798879623413086,8
1000,2,100,0.014883041381835938,8
1000,2,1000,0.03947091102600098,0
1000,2,1000,0.03948497772216797,0
1000,10,10,0.01855611801147461,19
1000,10,10,0.013579368591308594,19
1000,10,100,0.017981529235839844,8
1000,10,100,0.01793670654296875,8
1000,10,1000,0.035761117935180664,0
1000,10,1000,0.0374760627746582,0
1000,50,10,0.014851093292236328,14
1000,50,10,0.014922618865966797,14
1000,50,100,0.03589224815368652,10
1000,50,100,0.03027486801147461,10
